symbol,name
TIRUMALCHM,Thirumalai Chemicals Limited
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED
TITAN,Titan Company Limited
TMB,Tamilnad Mercantile Bank Limited
TMCV,Tata Motors Limited
TMPV,Tata Motors Passenger Vehicles Limited
TNPETRO,Tamilnadu PetroProducts Limited
TNPL,Tamil Nadu Newsprint & Papers Limited
TNTELE,Tamilnadu Telecommunication Limited
TOKYOPLAST,Tokyo Plast International Limited
TOLINS,Tolins Tyres Limited
TORNTPHARM,Torrent Pharmaceuticals Limited
TORNTPOWER,Torrent Power Limited
TOTAL,Total Transport Systems Limited
TOUCHWOOD,Touchwood Entertainment Limited
TOYAMSL,Toyam Sports Limited
TPLPLASTEH,TPL Plastech Limited
TRACXN,Tracxn Technologies Limited
TRANSCOR,Transcorp International Limited
TRANSRAILL,Transrail Lighting Limited
TRAVELFOOD,Travel Food Services Limited
TREEHOUSE,Tree House Education & Accessories Limited
TREJHARA,TREJHARA SOLUTIONS LIMITED
TREL,Transindia Real Estate Limited
TRENT,Trent Limited
TRF,TRF Limited
TRIDENT,Trident Limited
TRIGYN,Trigyn Technologies Limited
TRITONV,Triton Valves Limited
TRITURBINE,Triveni Turbine Limited
TRIVENI,Triveni Engineering & Industries Limited
TRU,TruCap Finance Limited
TRUALT,TruAlt Bioenergy Limited
TSFINV,TSF INVESTMENTS LIMITED
TTKHLTCARE,TTK Healthcare Limited
TTKPRESTIG,TTK Prestige Limited
TTL,T T Limited
TTML,Tata Teleservices (Maharashtra) Limited
TURTLEMINT,Turtlemint Fintech Solutions Limited
TUTIALKA,Tuticorin Alkali Chemicals & Fertilizers Limited
TVSELECT,TVS Electronics Limited
TVSHLTD,TVS Holdings Limited
TVSMOTOR,TVS Motor Company Limited
TVSSCS,TVS Supply Chain Solutions Limited
TVSSRICHAK,TVS Srichakra Limited
TVTODAY,TV Today Network Limited
UBL,United Breweries Limited
UCOBANK,UCO Bank
UDAYJEW,Uday Jewellery Industries Limited
UDS,Updater Services Limited
UEL,Ujaas Energy Limited
UFLEX,UFLEX Limited
UFO,UFO Moviez India Limited
UGARSUGAR,The Ugar Sugar Works Limited
UGROCAP,Ugro Capital Limited
UJJIVANSFB,Ujjivan Small Finance Bank Limited
ULTRACEMCO,UltraTech Cement Limited
ULTRAMAR,Ultramarine & Pigments Limited
UMESLTD,Usha Martin Education & Solutions Limited
UMIYA-MRO,UMIYA BUILDCON LIMITED
UNICHEMLAB,Unichem Laboratories Limited
UNIECOM,Unicommerce Esolutions Limited
UNIENTER,Uniphos Enterprises Limited
UNIINFO,Uniinfo Telecom Services Limited
UNIMECH,Unimech Aerospace and Manufacturing Limited
UNIONBANK,Union Bank of India
UNIPARTS,Uniparts India Limited
UNITDSPR,United Spirits Limited
UNITECH,Unitech Limited
UNITEDPOLY,United Polyfab Gujarat Limited
UNITEDTEA,The United Nilgiri Tea Estates Company Limited
UNIVCABLES,Universal Cables Limited
UNOMINDA,UNO Minda Limited
UPHOT,U P Hotels Limited
UPL,UPL Limited
URBANCO,Urban Company Limited
URJA,Urja Global Limited
USHAMART,Usha Martin Limited
USK,Udayshivakumar Infra Limited
UTIAMC,UTI Asset Management Company Limited
UTKARSHBNK,Utkarsh Small Finance Bank Limited
UTLSOLAR,Fujiyama Power Systems Limited
UTTAMSUGAR,Uttam Sugar Mills Limited
V2RETAIL,V2 Retail Limited
VADILALIND,Vadilal Industries Limited
VADILENT,Vadilal Enterprises Limited
VAIBHAVGBL,Vaibhav Global Limited
VAISHALI,Vaishali Pharma Limited
VAKRANGEE,Vakrangee Limited
VAML,Vedanta Aluminium Metal Limited
VARDMNPOLY,Vardhman Polytex Limited
VARROC,Varroc Engineering Limited
VASCONEQ,Vascon Engineers Limited
VASUPRADA,Shri Vasuprada Plantations Limited
VASWANI,Vaswani Industries Limited
VBL,Varun Beverages Limited
VEDAVAAG,VEDAVAAG Systems Limited
VEDL,Vedanta Limited
VEDPOWER,Vedanta Power Limited
VEEDOL,Veedol Corporation Limited
VENKEYS,Venky's (India) Limited
VENTIVE,Ventive Hospitality Limited
VENUSPIPES,Venus Pipes & Tubes Limited
VERANDA,Veranda Learning Solutions Limited
VERTOZ,Vertoz Limited
VESUVIUS,Vesuvius India Limited
VGCL,Vibrant Global Capital Limited
VGL,VARVEE GLOBAL LIMITED
VGUARD,V-Guard Industries Limited
VHL,Vardhman Holdings Limited
VIDHIING,Vidhi Specialty Food Ingredients Limited
VIDYAWIRES,Vidya Wires Limited
VIJAYA,Vijaya Diagnostic Centre Limited
VIJSOLX,Vijay Solvex Limited
VIKASECO,Vikas EcoTech Limited
VIKASLIFE,Vikas Lifecare Limited
VIKRAMSOLR,Vikram Solar Limited
VIKRAN,Vikran Engineering Limited
VIMTALABS,Vimta Labs Limited
VINATIORGA,Vinati Organics Limited
VINCOFE,Vintage Coffee And Beverages Limited
VINDHYATEL,Vindhya Telelinks Limited
VINEETLAB,Vineet Laboratories Limited
VINNY,Vinny Overseas Limited
VINYLINDIA,Vinyl Chemicals (India) Limited
VIPCLOTHNG,VIP Clothing Limited
VIPIND,VIP Industries Limited
VIRAT,Virat Industries Limited
VIRINCHI,Virinchi Limited
VISACHROME,VISA Chrome Limited
VISAKAIND,Visaka Industries Limited
VISHAL,Vishal Fabrics Limited
VISHNU,Vishnu Chemicals Limited
VISHWARAJ,Vishwaraj Sugar Industries Limited
VISL,Vedanta Iron and Steel Limited
VITAL,Vital Chemtech Limited
VIVIANA,Viviana Power Tech Limited
VIVIDHA,Visagar Polytex Limited
VIVOBIOT,Vivo Bio Tech Limited
VIYASH,Viyash Scientific Limited
VLEGOV,VL E-Governance & IT Solutions Limited
VLSFINANCE,VLS Finance Limited
VMART,V-Mart Retail Limited
VMM,Vishal Mega Mart Limited
VMSTMT,VMS TMT Limited
VOEPL,Virtuoso Optoelectronics Limited
VOGL,Vedanta Oil and Gas Limited
VOITHPAPR,Voith Paper Fabrics India Limited
VOLTAMP,Voltamp Transformers Limited
VOLTAS,Voltas Limited
VPRPL,Vishnu Prakash R Punglia Limited
VRAJ,Vraj Iron and Steel Limited
VRLLOG,VRL Logistics Limited
VSSL,Vardhman Special Steels Limited
VSTIND,VST Industries Limited
VSTL,Vibhor Steel Tubes Limited
VSTTILLERS,V.S.T Tillers Tractors Limited
VTL,Vardhman Textiles Limited
VTMLTD,VTM Limited
WAAREEENER,Waaree Energies Limited
WAAREEINDO,Indosolar Limited
WAAREERTL,Waaree Renewable Technologies Limited
WABAG,VA Tech Wabag Limited
WAKEFIT,Wakefit Innovations Limited
WALCHANNAG,Walchandnagar Industries Limited
WANBURY,Wanbury Limited
WARDINMOBI,Wardwizard Innovations & Mobility Limited
WATERBASE,Waterbase Limited
WCIL,Western Carriers (India) Limited
WEALTH,Wealth First Portfolio Managers Limited
WEBELSOLAR,Websol Energy System Limited
WEIZMANIND,Weizmann Limited
WEL,Wonder Electricals Limited
WELCORP,Welspun Corp Limited
WELENT,Welspun Enterprises Limited
WELSPLSOL,Welspun Specialty Solutions Limited
WELSPUNLIV,Welspun Living Limited
WENDT,Wendt (India) Limited
WESTLIFE,WESTLIFE FOODWORLD LIMITED
WEWIN,WE WIN LIMITED
WEWORK,WeWork India Management Limited
WHBRADY,WH Brady & Company Limited
WHEELS,Wheels India Limited
WHIRLPOOL,Whirlpool of India Limited
WILLAMAGOR,Williamson Magor & Company Limited
WINDLAS,Windlas Biotech Limited
WINDMACHIN,Windsor Machines Limited
WIPL,The Western India Plywoods Limited
WIPRO,Wipro Limited
WOCKPHARMA,Wockhardt Limited
WONDERLA,Wonderla Holidays Limited
WORTHPERI,Worth Peripherals Limited
WPIL,WPIL Limited
WSI,W S Industries (I) Limited
WSTCSTPAPR,West Coast Paper Mills Limited
XCHANGING,Xchanging Solutions Limited
XELPMOC,Xelpmoc Design And Tech Limited
XPROINDIA,Xpro India Limited
XTGLOBAL,Xtglobal Infotech Limited
XTRANET,Xtranet Technologies Limited
YASHO,Yasho Industries Limited
YATHARTH,Yatharth Hospital & Trauma Care Services Limited
YATRA,Yatra Online Limited
YESBANK,Yes Bank Limited
YOGI,Yogi Limited
YUKEN,Yuken India Limited
ZAGGLE,Zaggle Prepaid Ocean Services Limited
ZEEL,Zee Entertainment Enterprises Limited
ZEEMEDIA,Zee Media Corporation Limited
ZENITHEXPO,Zenith Exports Limited
ZENITHSTL,Zenith Steel Pipes & Industries Limited
ZENSARTECH,Zensar Technologies Limited
ZENTEC,Zen Technologies Limited
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited
ZFSTEERING,ZF Steering Gear (India) Limited
ZIMLAB,Zim Laboratories Limited
ZODIAC,Zodiac Energy Limited
ZODIACLOTH,Zodiac Clothing Company Limited
ZOTA,Zota Health Care LImited
ZSARACOM,Saraswati Commercial India Limited
ZUARI,Zuari Agro Chemicals Limited
ZUARIIND,ZUARI INDUSTRIES LIMITED
ZYDUSLIFE,Zydus Lifesciences Limited
ZYDUSWELL,Zydus Wellness Limited
